Annotation/Divergence,pvalue,FoldChange,log(pvalue),log2FC,sig,size
Anln,0.7047779433384864,0.9714424145694984,0.1519476960209178,0.04179961701532207,normal,0.09714424145694985
Emc4,0.8454420352320866,1.011933297249929,0.07291616292349054,-0.017114196259215286,normal,0.10119332972499291
Dio3os,0.3771018540558131,1.2361516034985423,0.4235413323405232,-0.30585568839038685,normal,0.12361516034985423
Gtf2a1,0.1303347797798162,1.074097589653145,0.8849396775265571,-0.10312507871666102,normal,0.1074097589653145
Rnf182,0.6192810215216118,1.0733387577976674,0.20811222916971753,-0.10210547876285317,normal,0.10733387577976675
Sox21,0.4614198326610801,1.0990274721374316,0.3359037426494288,-0.13622744945463366,normal,0.10990274721374316
Chaf1a,0.5328376721681884,1.0694050991501418,0.273405077688377,-0.09680846094126119,normal,0.10694050991501418
Amh,0.8302814237429663,1.0308967596081386,0.08077467863241956,-0.043899859515704485,normal,0.10308967596081386
Tssc4,0.05637988127927709,0.7945719450073944,1.2488758429697222,0.33175023968592177,normal,0.07945719450073943
Gm9899,0.3405437497797088,0.8798554652213189,0.46782708619650354,0.18466154469921012,normal,0.08798554652213189
Mmel1,0.18402776847209507,0.7782561894510226,0.7351166401192936,0.3616829494315351,normal,0.07782561894510226
BC006965,0.38810373893638384,1.2826420890937025,0.41105217330838,-0.3591186541957796,normal,0.12826420890937024
Zfp830,0.01741146220560881,1.128059778407627,1.7591647555247185,-0.17384352139549802,normal,0.1128059778407627
Rpl14,0.21198335665105808,0.8216730278799602,0.6736982352898675,0.2833636850445232,normal,0.08216730278799603
Rag1,0.8317894732046132,1.0632411067193677,0.07998658019382802,-0.08846878786231413,normal,0.10632411067193677
C1qa,0.06722090132505841,0.835679178556935,1.1724956686312697,0.2589789041820381,normal,0.0835679178556935
Nfatc4,0.0626422019054983,1.378523489932886,1.2031329850082133,-0.46312385096867126,normal,0.1378523489932886
Gtf2f2,0.8222625992110727,0.9737806538082969,0.0849894632683249,0.03833125615347856,normal,0.09737806538082969
Tfcp2l1,0.29189798826761904,1.2338762214983714,0.5347688981167571,-0.30319767521084334,normal,0.12338762214983715
Nt5c3b,0.2153483739624729,0.9413592533616422,0.6668584031295746,0.08718268741503328,normal,0.09413592533616422
Gda,0.051341325139090135,1.1066762325313504,1.289532926214486,-0.14623321124191382,normal,0.11066762325313503
Ppp4r1,0.28388588109507173,0.8719692571396974,0.5468562063292968,0.19765082382318516,normal,0.08719692571396974
Nup210l,0.6820617962272401,0.8811320754716981,0.1661762755712668,0.18256980974089956,normal,0.08811320754716981
Mef2b,0.10673006426283255,1.713516746411483,0.9717132290822471,-0.7769602915633843,normal,0.1713516746411483
Zfp296,0.09326197225463954,0.7214514407684095,1.0302954045554493,0.4710258013770032,normal,0.07214514407684094
Lrrtm3,0.23909230276363574,0.6255068389468563,0.6214344051518444,0.676902436777999,normal,0.06255068389468563
